CallID,CallStarts,CallEnds,CustomerAcc,CustomerAge,CustomerPhone,OperatorID,LocationID,Sector,CallSatisfaction
2691,2023-12-02 23:59:07,2023-12-03 00:22:59,ACC0557,82,+34 38-601-766,P0009,LOC002,Healthcare,0.9592
2692,2023-12-03 01:11:40,2023-12-03 01:14:08,ACC089,34,+100 10-133-298,P0007,LOC009,Government,0.2819
2693,2023-12-03 07:09:10,2023-12-03 07:22:43,ACC0413,78,+36 70-457-622,P0012,LOC006,Services,0.8805
2694,2023-12-03 09:38:17,2023-12-03 09:43:47,ACC0423,18,+200 80-467-632,P0004,LOC007,Retail,0.6342
2695,2023-12-03 22:15:06,2023-12-03 22:38:24,ACC049,64,+200 58-93-258,P0019,LOC003,Services,0.3165
2696,2023-12-04 01:16:22,2023-12-04 01:20:08,ACC0317,52,+43 62-361-526,P0010,LOC001,Other,0.6045
2697,2023-12-04 13:34:46,2023-12-04 13:44:41,ACC0291,26,+200 36-335-500,P0002,LOC006,Healthcare,0.4383
2698,2023-12-04 21:12:26,2023-12-04 21:34:32,ACC0437,32,+26 94-481-646,P0006,LOC009,Retail,0.1854
2699,2023-12-05 20:59:07,2023-12-05 21:07:27,ACC0476,71,+44 45-520-685,P0015,LOC001,Services,0.2156
2700,2023-12-06 06:34:51,2023-12-06 06:57:23,ACC0333,68,+44 78-377-542,P0018,LOC001,Healthcare,0.0369
2701,2023-12-07 13:40:36,2023-12-07 13:51:23,ACC040,55,+34 49-84-249,P0002,LOC003,Government,0.1444
2702,2023-12-07 15:44:48,2023-12-07 15:48:47,ACC0413,78,+36 70-457-622,P0007,LOC002,Services,0.8663
2703,2023-12-07 22:18:18,2023-12-07 22:37:40,ACC0478,73,+200 47-522-687,P0019,LOC002,Other,0.6848
2704,2023-12-08 05:51:54,2023-12-08 06:09:27,ACC0158,33,+46 79-202-367,P0014,LOC009,Healthcare,0.4035
2705,2023-12-08 06:01:28,2023-12-08 06:19:45,ACC0145,20,+100 66-189-354,P0003,LOC007,Government,0.1531
2706,2023-12-08 07:43:59,2023-12-08 07:48:00,ACC0291,26,+200 36-335-500,P0009,LOC002,Healthcare,0.7714
2707,2023-12-08 18:38:45,2023-12-08 19:01:44,ACC0450,45,+56 19-494-659,P0002,LOC003,Other,0.2582
2708,2023-12-09 22:51:00,2023-12-09 23:13:20,ACC0546,71,+34 27-590-755,P0013,LOC007,Services,0.8182
2709,2023-12-09 23:42:13,2023-12-10 00:07:45,ACC0313,48,+200 58-357-522,P0006,LOC009,Government,0.9968
2710,2023-12-10 04:32:47,2023-12-10 04:56:41,ACC0421,16,+44 78-465-630,P0014,LOC005,Other,0.0524
2711,2023-12-10 23:30:44,2023-12-10 23:50:05,ACC0349,84,+26 94-393-558,P0017,LOC002,Cross-Industry,0.1388
2712,2023-12-11 00:30:48,2023-12-11 00:48:11,ACC074,19,+26 83-118-283,P0016,LOC008,Healthcare,0.1438
2713,2023-12-11 03:45:30,2023-12-11 04:06:44,ACC0330,65,+100 75-374-539,P0011,LOC002,Other,0.5405
2714,2023-12-11 06:52:08,2023-12-11 07:10:14,ACC0517,42,+100 86-561-726,P0009,LOC004,Cross-Industry,0.3636
2715,2023-12-11 17:11:46,2023-12-11 17:37:35,ACC0281,16,+36 26-325-490,P0004,LOC008,Other,0.8476
2716,2023-12-11 18:47:57,2023-12-11 18:50:22,ACC0157,32,+44 78-201-366,P0012,LOC003,Retail,0.5500
2717,2023-12-11 19:16:58,2023-12-11 19:31:04,ACC0287,22,+100 32-331-496,P0004,LOC006,Services,0.9952
2718,2023-12-13 01:56:15,2023-12-13 02:18:00,ACC0235,40,+46 68-279-444,P0003,LOC004,Healthcare,0.9068
2719,2023-12-13 17:13:38,2023-12-13 17:14:50,ACC0151,26,+26 72-195-360,P0013,LOC004,Healthcare,0.0499
2720,2023-12-13 19:35:53,2023-12-13 19:37:11,ACC0385,50,+100 42-429-594,P0005,LOC006,Services,0.9781
2721,2023-12-13 21:01:12,2023-12-13 21:20:54,ACC0340,75,+56 85-384-549,P0008,LOC002,Healthcare,0.3164
2722,2023-12-14 03:40:29,2023-12-14 03:50:05,ACC0242,47,+100 75-286-451,P0013,LOC005,Healthcare,0.9928
2723,2023-12-14 06:46:55,2023-12-14 06:55:53,ACC0500,25,+200 69-544-709,P0012,LOC003,Retail,0.8287
2724,2023-12-14 19:51:43,2023-12-14 19:53:32,ACC023,38,+100 32-67-232,P0001,LOC006,Other,0.0696
2725,2023-12-15 06:57:01,2023-12-15 07:08:43,ACC0425,20,+34 82-469-634,P0019,LOC005,Government,0.0891
2726,2023-12-15 07:28:20,2023-12-15 07:34:04,ACC0206,81,+26 39-250-415,P0010,LOC004,Retail,0.5532
2727,2023-12-15 20:02:06,2023-12-15 20:20:15,ACC0364,29,+100 21-408-573,P0010,LOC005,Services,0.9625
2728,2023-12-16 00:38:11,2023-12-16 00:39:14,ACC076,21,+56 85-120-285,P0007,LOC009,Cross-Industry,0.7419
2729,2023-12-16 16:13:02,2023-12-16 16:24:02,ACC0572,27,+100 53-616-781,P0003,LOC007,Government,0.4150
2730,2023-12-16 17:59:06,2023-12-16 18:15:42,ACC0519,44,+100 88-563-728,P0018,LOC002,Other,0.6772
2731,2023-12-17 05:03:07,2023-12-17 05:17:13,ACC0355,20,+44 12-399-564,P0008,LOC002,Government,0.9676
2732,2023-12-17 10:48:00,2023-12-17 11:06:36,ACC0117,62,+34 38-161-326,P0008,LOC008,Government,0.1263
2733,2023-12-17 22:54:06,2023-12-17 22:58:02,ACC0228,33,+26 61-272-437,P0005,LOC008,Healthcare,0.9481
2734,2023-12-18 00:36:13,2023-12-18 00:50:22,ACC0296,31,+56 41-340-505,P0017,LOC001,Other,0.0676
2735,2023-12-18 10:36:56,2023-12-18 10:51:33,ACC0225,30,+200 58-269-434,P0016,LOC001,Other,0.2960
2736,2023-12-18 10:54:48,2023-12-18 11:02:56,ACC0433,28,+46 90-477-642,P0009,LOC009,Cross-Industry,0.4568
2737,2023-12-19 00:27:42,2023-12-19 00:48:48,ACC0535,60,+34 16-579-744,P0004,LOC006,Retail,0.0122
2738,2023-12-20 17:00:18,2023-12-20 17:16:12,ACC082,27,+200 91-126-291,P0016,LOC009,Government,0.3969
2739,2023-12-20 20:44:35,2023-12-20 20:48:43,ACC033,48,+100 42-77-242,P0014,LOC006,Government,0.1798
2740,2023-12-21 09:55:01,2023-12-21 09:59:52,ACC0315,50,+34 60-359-524,P0004,LOC008,Services,0.0817
2741,2023-12-21 19:19:18,2023-12-21 19:23:13,ACC0459,54,+26 28-503-668,P0014,LOC009,Healthcare,0.5764
2742,2023-12-21 22:14:57,2023-12-21 22:16:56,ACC0543,68,+46 24-587-752,P0003,LOC008,Healthcare,0.3575
2743,2023-12-23 13:11:26,2023-12-23 13:19:09,ACC0118,63,+26 39-162-327,P0008,LOC009,Cross-Industry,0.7716
2744,2023-12-24 01:58:04,2023-12-24 02:06:37,ACC0475,70,+100 44-519-684,P0018,LOC003,Cross-Industry,0.5022
2745,2023-12-24 17:44:40,2023-12-24 18:08:19,ACC0235,40,+46 68-279-444,P0010,LOC005,Healthcare,0.2180
2746,2023-12-24 18:32:00,2023-12-24 18:48:06,ACC0366,31,+44 23-410-575,P0018,LOC003,Other,0.1552
2747,2023-12-25 11:32:37,2023-12-25 11:42:33,ACC0237,42,+36 70-281-446,P0015,LOC008,Cross-Industry,0.6152
2748,2023-12-25 12:16:46,2023-12-25 12:21:06,ACC0556,81,+36 37-600-765,P0016,LOC001,Retail,0.7643
2749,2023-12-25 20:22:07,2023-12-25 20:33:20,ACC039,54,+36 48-83-248,P0007,LOC001,Healthcare,0.7637
2750,2023-12-25 22:37:42,2023-12-25 22:55:42,ACC0107,52,+26 28-151-316,P0002,LOC005,Other,0.1225
2751,2023-12-26 03:22:17,2023-12-26 03:32:11,ACC0331,66,+100 76-375-540,P0014,LOC006,Other,0.2569
2752,2023-12-26 09:58:42,2023-12-26 10:20:50,ACC059,74,+46 68-103-268,P0005,LOC006,Retail,0.7219
2753,2023-12-27 15:21:00,2023-12-27 15:41:46,ACC052,67,+26 61-96-261,P0011,LOC002,Retail,0.4480
2754,2023-12-28 23:50:09,2023-12-29 00:07:04,ACC0550,75,+100 31-594-759,P0015,LOC007,Healthcare,0.2960
2755,2023-12-29 07:33:14,2023-12-29 07:49:27,ACC0294,29,+26 39-338-503,P0016,LOC007,Services,0.7779
2756,2023-12-30 06:14:04,2023-12-30 06:17:52,ACC0489,84,+200 58-533-698,P0005,LOC005,Cross-Industry,0.6628
2757,2023-12-30 08:00:00,2023-12-30 08:16:01,ACC0225,30,+200 58-269-434,P0006,LOC009,Other,0.0894
2758,2023-12-31 04:58:34,2023-12-31 05:09:13,ACC0306,41,+43 51-350-515,P0002,LOC007,Government,0.7799
2759,2023-12-31 05:08:00,2023-12-31 05:08:53,ACC0240,45,+43 73-284-449,P0009,LOC003,Other,0.1359
2760,2023-12-31 16:24:25,2023-12-31 16:39:01,ACC078,23,+100 87-122-287,P0013,LOC008,Other,0.6261
